date,open,high,low,close,volume,amount
2023-04-10,398.0,413.0,382.3,397.0,2978.0,1187977.5
2023-04-11,390.1,408.0,390.1,408.0,3061.0,1232630.6
2023-04-12,415.0,423.0,408.0,423.0,6832.0,2853690.5
2023-04-13,431.0,431.0,411.1,418.7,6845.0,2862156.7
2023-04-16,410.4,415.0,405.2,409.5,3408.0,1401282.0
2023-04-17,405.1,407.0,400.0,402.0,3435.0,1381920.0
2023-04-18,396.2,406.8,396.2,405.0,3940.0,1589696.0
2023-04-19,410.0,416.0,408.0,414.0,3582.0,1473408.9
2023-04-20,422.2,422.2,402.4,407.0,3344.0,1372821.0
2023-04-23,399.3,408.0,399.2,401.1,2344.0,942403.0
2023-04-24,395.1,406.0,395.1,404.0,1146.0,459056.6
2023-04-25,396.0,408.0,396.0,406.9,4069.0,1639217.8
2023-04-26,405.0,406.0,402.0,403.0,1180.0,475327.0
2023-04-27,395.3,399.0,395.2,396.0,3445.0,1365528.4
2023-04-30,391.2,397.0,391.2,395.0,1547.0,610713.7
2023-05-02,395.0,395.1,394.0,395.0,2314.0,913121.7
2023-05-03,390.1,395.0,390.1,393.0,3065.0,1203571.0
2023-05-04,393.0,407.8,390.0,404.5,7768.0,3092812.0
2023-05-07,400.0,400.1,396.0,397.0,3673.0,1468111.3
2023-05-08,396.0,396.0,382.0,390.0,6219.0,2422245.5
2023-05-09,397.0,417.8,396.0,400.2,7004.0,2858766.3
2023-05-10,408.0,408.0,401.0,403.2,2972.0,1200497.6
2023-05-11,396.2,406.0,396.2,402.0,7320.0,2925339.7
2023-05-14,403.0,410.0,402.0,407.0,3307.0,1340067.0
2023-05-15,398.9,406.0,398.9,403.7,2805.0,1132396.1
2023-05-16,398.4,406.0,398.4,401.1,4060.0,1629901.0
2023-05-17,409.1,414.8,402.0,413.0,15748.0,6449914.2
2023-05-18,408.0,445.0,407.5,442.0,18731.0,8052529.0
2023-05-21,444.0,450.0,432.0,433.2,15826.0,6963694.4
2023-05-22,427.1,448.0,425.7,446.0,8245.0,3622056.4
2023-05-23,440.0,462.0,440.0,461.0,14980.0,6861020.9
2023-05-24,452.0,477.9,452.0,470.0,14499.0,6711298.3
2023-05-28,426.1,445.0,423.0,423.0,17640.0,7625451.9
2023-05-30,415.0,420.0,405.1,405.1,13257.0,5456132.8
2023-05-31,397.6,420.0,397.0,401.0,9801.0,3949346.9
2023-06-01,401.0,408.1,398.0,404.0,10418.0,4183157.8
2023-06-04,411.0,426.0,409.0,424.8,11819.0,4976270.2
2023-06-05,417.3,433.0,417.3,424.9,39965.0,17026805.6
2023-06-06,428.0,440.3,417.0,440.3,18341.0,7928571.7
2023-06-07,448.9,451.0,439.0,445.0,16981.0,7536810.5
2023-06-08,436.3,469.8,436.2,463.0,29907.0,13692542.6
2023-06-11,470.0,482.0,465.0,474.0,29962.0,14171768.8
2023-06-12,479.0,479.0,462.7,468.0,13341.0,6243077.5
2023-06-13,458.7,499.9,458.0,480.0,49414.0,24011763.6
2023-06-14,470.4,516.0,470.4,489.0,52622.0,26108337.8
2023-06-15,490.0,530.4,485.0,515.0,56945.0,28728020.4
2023-06-18,525.0,566.5,509.9,566.5,103898.0,57378234.9
2023-06-19,577.0,596.0,555.0,564.0,96238.0,55194734.8
2023-06-20,555.0,590.0,550.0,550.2,44819.0,25387761.3
2023-06-21,546.3,571.2,546.3,560.0,37072.0,20804691.7
2023-06-22,556.1,580.0,556.1,580.0,47978.0,27525337.6
2023-06-25,591.0,635.4,585.0,635.0,116826.0,72613539.6
2023-06-26,646.0,658.0,625.0,638.0,52169.0,33468809.6
2023-06-27,640.0,645.0,616.6,631.0,42080.0,26411137.4
2023-06-28,643.0,652.0,610.0,648.7,69070.0,43589967.1
2023-07-02,637.0,660.0,631.0,634.0,51745.0,33461430.0
2023-07-03,634.0,645.0,612.6,612.6,40245.0,25295322.4
2023-07-04,620.0,634.4,611.0,620.0,22216.0,13779985.0
2023-07-05,612.0,621.0,593.0,597.0,20122.0,12233488.2
2023-07-06,586.1,608.1,586.1,597.0,19799.0,11818255.1
2023-07-09,590.0,619.9,590.0,614.0,16717.0,10203472.8
2023-07-10,615.0,626.0,602.8,607.0,17257.0,10591216.4
2023-07-11,600.0,607.0,594.9,600.0,17562.0,10544867.0
2023-07-12,590.1,610.0,590.1,600.0,18558.0,11186860.9
2023-07-13,609.9,611.8,586.2,587.0,28431.0,16938180.7
